state,year,beercons,beertax,cigtax
30,1991,1.427765,.5437592,18
30,1992,1.415658,.5278689,18
30,1993,1.391893,.5263668,20.97534
30,1994,1.410796,.5132254,24
30,1995,1.377497,.4990814,24
30,1996,1.405762,.4847674,24
30,1997,1.384499,.4703894,24
30,1998,1.421606,.4631749,24
30,1999,1.424889,.4531663,24
30,2000,1.397121,.4384292,24
30,2001,1.428695,.425338,24
30,2002,1.437822,.4173439,24
30,2003,1.425164,.4103125,55
30,2004,1.425494,.3996692,55
30,2005,1.406699,.3865719,55
30,2006,1.41428,.3744916,125
30,2007,1.42195,.3641207,125
31,1981,1.487803,.4116611,9
31,1982,1.43381,.387772,13.31233
31,1983,1.422958,.3757028,19
31,1984,1.386124,.360154,19
31,1985,1.35524,.3477696,19
31,1986,1.378497,.3414234,24.98356
31,1987,1.381703,.3294014,27
31,1988,1.38026,.3163144,27
31,1989,1.374078,.3017742,27
31,1990,1.416499,.2863045,27.91507
31,1991,1.376805,.4878855,28
31,1992,1.390419,.473628,28
31,1993,1.34212,.4598616,28
31,1994,1.335203,.4483806,33.79452
31,1995,1.327565,.4360237,38
31,1996,1.343586,.4235182,38
31,1997,1.311201,.4123676,50.32876
31,1998,1.327191,.406043,68
31,1999,1.336466,.3972689,68
31,2000,1.294488,.3843496,68
31,2001,1.311739,.3728732,68
31,2002,1.306257,.3658652,68
31,2003,1.284098,.3597011,107.089
31,2004,1.307695,.3503706,123.0411
31,2005,1.327709,.3388889,118
31,2006,1.360018,.3282986,118
31,2007,1.385691,.3192069,118
32,1981,1.553325,.4073707,18
32,1982,1.565492,.3837306,18
32,1983,1.533021,.3717872,18
32,1984,1.497282,.3564004,18
32,1985,1.487872,.344145,18
32,1986,1.508763,.337865,18
32,1987,1.502284,.3259683,18
32,1988,1.510932,.3130177,18
32,1989,1.471283,.2986291,18
32,1990,1.514641,.2833206,18
32,1991,1.452278,.4850221,18
32,1992,1.391572,.4708482,29.2548
32,1993,1.406478,.4571626,31
32,1994,1.384722,.445749,31
32,1995,1.301738,.4334646,31
32,1996,1.323895,.4210325,31
32,1997,1.308277,.4100312,31
32,1998,1.324257,.4037424,31
32,1999,1.318931,.395018,31
32,2000,1.296569,.3821719,31
32,2001,1.414148,.3707606,31
32,2002,1.444085,.3637922,31
32,2003,1.392687,.357663,97.3534
32,2004,1.389759,.3483854,116.685
32,2005,1.381462,.3369688,135
32,2006,1.388954,.3264385,135
32,2007,1.417447,.3173983,135
33,1981,1.480253,.390319,18
33,1982,1.459135,.3676684,19.47945
33,1983,1.596484,.3562249,23
33,1984,1.476435,.3414822,23
33,1985,1.503919,.3297398,23
33,1986,1.503646,.3237227,23.4
33,1987,1.487134,.3123239,25
33,1988,1.470456,.2999154,25
33,1989,1.439555,.286129,27
33,1990,1.212637,.2961745,37
33,1991,1.227846,.4973569,37
33,1992,1.154327,.4828225,37
33,1993,1.138875,.4687889,37
33,1994,1.154454,.457085,44
33,1995,1.129557,.4444882,55.99999
33,1996,1.105624,.43174,60.99999
33,1997,1.167042,.4201558,60.99999
33,1998,1.100568,.4137117,71.00002
33,1999,1.291288,.4047719,71.00002
33,2000,1.231262,.3916086,71.00002
33,2001,1.266569,.3799155,71.00002
33,2002,1.243395,.372775,105.3479
33,2003,1.200637,.3664946,132
33,2004,1.193807,.3569878,132
33,2005,1.222495,.3452893,246
33,2006,1.217874,.334499,246
33,2007,1.204535,.3252356,246
34,1981,1.368864,1.164246,7
34,1982,1.35227,1.096684,7
34,1983,1.383596,1.06255,7
34,1984,1.385544,1.018576,7
34,1985,1.39312,.9835502,7
34,1986,1.434642,.9656023,7
34,1987,1.473837,.9316021,7
34,1988,1.501236,.89459,7
34,1989,1.499193,.8534678,7
34,1990,1.316543,.8097169,7
34,1991,1.227481,.9901616,7
34,1992,1.228442,.961226,7
34,1993,1.250571,.9332872,7
34,1994,1.272757,.9099865,7
34,1995,1.273489,.8849082,7
34,1996,1.290445,.8595284,7
34,1997,1.303764,.8402492,7
34,1998,1.325285,.827362,7
34,1999,1.563243,.8094838,7
34,2000,1.554385,.7831591,7
34,2001,1.55822,.7597747,7
34,2002,1.57415,.7454948,7
34,2003,1.483076,.7329348,7
34,2004,1.550088,.7139227,7
34,2005,1.515641,.6905274,7
34,2006,1.559514,.6689484,7
34,2007,1.528989,.6504229,7
35,1981,1.434703,.6138613,14
35,1982,1.404592,.5782384,15
35,1983,1.423378,.560241,15
35,1984,1.386132,.5370548,15
35,1985,1.337357,.5185874,15
35,1986,1.362018,.5091241,23
35,1987,1.379863,.4911972,23
35,1988,1.355405,.4771766,23
35,1989,1.400631,.4552419,23
35,1990,1.22147,.4319052,23
35,1991,1.231891,.6276065,23
35,1992,1.242812,.6092659,23
35,1993,1.228395,.5915571,23
35,1994,1.267916,.5767881,23
35,1995,1.237303,.5608925,23
35,1996,1.267963,.5448056,33
35,1997,1.265731,.527243,33
35,1998,1.325807,.5191565,33
35,1999,1.594106,.5079382,33
35,2000,1.572148,.4914199,33
35,2001,1.589851,.4767465,33
35,2002,1.635049,.4677861,33
35,2003,1.632413,.4599049,38.75343
35,2004,1.617216,.4479752,53
35,2005,1.591716,.433295,53
35,2006,1.623338,.4197544,53
35,2007,1.624607,.40813,153
36,1981,2.019075,.4968097,18.5
36,1982,1.995772,.4679793,18.5
36,1983,1.87173,.4534137,18.5
36,1984,1.888244,.4346487,18.5
36,1985,1.835552,.4496283,19.24521
36,1986,1.826309,.4414234,20.33014
36,1987,1.76722,.4258803,20.5
36,1988,1.752075,.4089602,24.6137
36,1989,1.755378,.3901613,26
36,1990,1.778386,.3701607,26
36,1991,1.73476,.5683554,41
36,1992,1.799689,.5517462,41
36,1993,1.753283,.5357094,41
36,1994,1.760591,.5223347,41
36,1995,1.716485,.5079397,41
36,1996,1.727291,.4933716,41
36,1997,1.714666,.478567,41
36,1998,1.701782,.471227,41
36,1999,1.716311,.4610444,41
36,2000,1.663743,.4460511,41
36,2001,1.639759,.4327324,41
36,2002,1.626974,.4245993,41
36,2003,1.582303,.4174457,41
36,2004,1.567319,.4066173,41
36,2005,1.548408,.3932924,41
36,2006,1.551402,.381002,41
36,2007,1.530178,.3704507,141
37,1981,1.12418,.4655665,10
37,1982,1.112964,.4385492,10
37,1983,.9828709,.4248996,12
37,1984,.9803286,.6208854,12
37,1985,.9881394,.5995353,12
37,1986,.9798089,.5885949,12
37,1987,.9328792,.5678697,13.95891
37,1988,.9123188,.5453085,23
37,1989,.9030623,.5202419,23
37,1990,.8922839,.4935731,23
37,1991,.8992996,.6867841,23
37,1992,.9012125,.6667142,26.5
37,1993,.8899698,.6473356,26.5
37,1994,.8778746,.6311741,26.5
37,1995,.8361841,.6137795,26.5
37,1996,.889582,.596176,26.5
37,1997,.8770759,.575919,26.5
37,1998,.8511955,.5670859,51.5
37,1999,.9195273,.554832,51.5
37,2000,.851547,.5367886,51.5
37,2001,.8405393,.5207606,51.5
37,2002,.8518847,.510973,54.50822
37,2003,.8419942,.5227445,69.50001
37,2004,.829025,.5191107,69.50001
37,2005,.7375869,.5020993,69.50001
37,2006,.7726527,.4864087,69.50001
37,2007,.8191777,.4729384,69.50001
38,1981,1.344144,.630473,2.5
38,1982,1.583552,.593886,2.5
38,1983,1.595057,.5754016,2.5
38,1984,1.582804,.5515881,2.5
38,1985,1.574886,.5326208,2.5
38,1986,1.641428,.5229015,2.5
38,1987,1.498583,.5044894,2.5
38,1988,1.409002,.4844463,2.5
38,1989,1.312156,.4621774,2.5
38,1990,1.336486,.4384851,2.5
38,1991,1.283773,.6339207,2.5
38,1992,1.342512,.6153956,2.5
38,1993,1.326112,.5975087,2.5
38,1994,1.293294,.5648448,2.5
38,1995,1.237994,.5492783,2.5
38,1996,1.223033,.5335246,2.5
38,1997,1.220021,.5165343,2.5
38,1998,1.275368,.508612,2.5
38,1999,1.278393,.4976216,2.5
38,2000,1.245202,.4814388,2.5
38,2001,1.236483,.4670634,2.5
38,2002,1.238296,.458285,2.5
38,2003,1.225479,.4505638,2.5
38,2004,1.228663,.4388764,2.5
38,2005,1.215649,.4244944,17.0274
38,2006,1.212811,.4112289,30
38,2007,1.211999,.3998406,30
39,1981,1.499519,.3726072,16
39,1982,1.431362,.387772,20.1337
39,1983,1.391652,.3815261,22.81315
39,1984,1.333631,.3657362,23
39,1985,1.313911,.3531599,23
39,1986,1.333194,.3467154,24.99452
39,1987,1.333651,.334507,31
39,1988,1.320689,.3212172,31
39,1989,1.333518,.3585484,31.24658
39,1990,1.363429,.3401683,34
39,1991,1.321611,.5395742,34
39,1992,1.353201,.5238062,34
39,1993,1.281684,.5085813,34
39,1994,1.280829,.5167341,54
39,1995,1.239155,.5024935,56.5
39,1996,1.229419,.5175271,81.49998
39,1997,1.218983,.5190654,82.50001
39,1998,1.223928,.5111043,82.50001
39,1999,1.202804,.50006,82.50001
39,2000,1.178373,.4837979,82.50001
39,2001,1.158536,.4693521,82.50001
39,2002,1.161951,.4605307,112.2534
39,2003,1.131826,.4527717,142.5
39,2004,1.122353,.441027,142.5
39,2005,1.1229,.4265745,142.5
39,2006,1.126089,.413244,202.5
39,2007,1.190396,.4017999,202.5
40,1981,1.152914,.5145214,17
40,1982,1.208012,.4846632,17
40,1983,1.242256,.4695783,17
40,1984,1.229773,.4501444,17
40,1985,1.227315,.4346654,17
40,1986,1.218638,.4267336,17
40,1987,1.23427,.4117077,17
40,1988,1.244594,.3953508,17
40,1989,1.250188,.3771774,17
40,1990,1.10658,.3578424,17
40,1991,1.092072,.5565345,17
40,1992,1.075441,.5402709,17
40,1993,1.101555,.5245675,17
40,1994,1.090107,.511471,17
40,1995,1.064294,.4973754,17
40,1996,1.066383,.4831103,17
40,1997,1.063852,.4688318,17
40,1998,1.094911,.4616411,17
40,1999,1.104845,.4516657,17
40,2000,1.264052,.4369774,17
40,2001,1.310583,.4239296,17
40,2002,1.341193,.4159619,17
40,2003,1.309668,.4089538,23.35069
40,2004,1.328009,.3983457,55
40,2005,1.315583,.3852919,55
40,2006,1.305207,.3732515,55
40,2007,1.31618,.3629149,55
41,1981,2.154844,.390319,16
41,1982,2.130611,.3676684,32.24657
41,1983,2.11553,.3562249,25
41,1984,2.039179,.3414822,25
41,1985,1.984881,.3297398,25
41,1986,2.037231,.3237227,25
41,1987,1.942086,.3123239,25
41,1988,1.897075,.2999154,29.15069
41,1989,1.848369,.286129,30
41,1990,1.866573,.2714614,30
41,1991,1.779231,.4736417,30
41,1992,1.720426,.4598005,49.36956
41,1993,1.723807,.446436,38
41,1994,1.726131,.4352902,38
41,1995,1.699184,.423294,38
41,1996,1.674135,.4111536,42.98083
41,1997,1.727887,.4006854,44
41,1998,1.769073,.3945399,53.94521
41,1999,1.685469,.3860144,59
41,2000,1.657506,.3734611,59
41,2001,1.653202,.3623099,59
41,2002,1.680371,.3555003,72.46301
41,2003,1.637454,.3495108,76.99999
41,2004,1.634357,.3404447,76.99999
41,2005,1.65754,.3292883,76.99999
41,2006,1.668878,.318998,76.99999
41,2007,1.652457,.3101639,76.99999
42,1981,2.092421,.3413641,8
42,1982,1.939539,.3215544,8
42,1983,1.830552,.3115462,8
42,1984,1.753511,.2986526,8
42,1985,1.740611,.2883829,8
42,1986,1.654377,.2831204,8
42,1987,1.658599,.2731514,8
42,1988,1.584436,.2622992,8
42,1989,1.539472,.2502419,8
42,1990,1.609799,.237414,12
42,1991,1.589795,.4409692,12
42,1992,1.587428,.4280827,12
42,1993,1.542027,.4156401,12
42,1994,1.579289,.4052632,12
42,1995,1.47299,.3940945,12
42,1996,1.534472,.3827916,12
42,1997,1.523848,.3742056,12
42,1998,1.548526,.3684663,12
42,1999,1.58449,.3605042,12
42,2000,1.547916,.3487805,12
42,2001,1.557211,.3383662,12
42,2002,1.579909,.3320067,12
42,2003,1.829402,.326413,12
42,2004,1.511819,.317946,60
42,2005,1.285973,.3075269,60
42,2006,1.572701,.2979167,60
42,2007,1.600305,.2896664,60
